"text,created_at,favorite_count"
"Mark--They could use you.  https://t.co/tOJ3ecOjNZ,10-09-2015 22:22:14,3023"
"Great Gravis Poll on the great state of NH. Also watch @FaceTheNation on CBS &amp; @HowardKurtz #mediabuzz -- both on Sunday.,10-09-2015 22:43:35,1400"
"Will be interviewed on ""Media Buzz"" with Howie Kurtz on Fox Sunday at 11:00 A.M.,10-10-2015 02:13:13,1299"
"Heading for Atlanta tomorrow morning for noon speech at North Atlanta Trade Center. Big crowds great people!,10-10-2015 02:17:46,2086"
"Paul Ryan is far from my first choice but a very nice guy. The Republicans should go for tough and (very) smart this time - no games!,10-10-2015 13:31:55,3240"
"I'm leading big in every poll and we are going to WIN! Remember Trump NEVER gives up!,10-10-2015 13:47:54,7251"
".@ChuckTodd just informed us that my interview last week on @MeetthePress was their highest rated show in 4 years. Congrats!,10-10-2015 18:46:34,2507"
"Thank you Georgia! I had a great afternoon with all of you! I will be back soon. #MakeAmerciaGreatAgain http://t.co/gkFoShg2xh,10-10-2015 18:51:54,2911"
".@ThisWeekABC with @GStephanopoulos had fantastic numbers last Sunday --- Trump interview. Nice!,10-10-2015 19:10:40,1363"
"My interview with @HowardKurtz on #MediaBuzz will air tomorrow on @Fox at 11am and 5pm. Great job Howie very insightful.,10-10-2015 19:11:14,1461"
"Will be interviewed on @FaceTheNation with @JDickerson tomorrow at 10:30am EST. Enjoy!,10-10-2015 19:11:50,1488"
"With the fantastic ratings last weekend @meetthepress &amp; @ThisWeekABC I think itês only fair that I go on @FoxNewsSunday w/ Chris Wallace.,10-10-2015 19:14:21,2016"
"Via Breitbart - ""Riding High in Polls Donald Trump Storms the American South to Overflow Crowds in Georgia""http://t.co/iLcaMZxc82,10-10-2015 19:18:17,2265"
"Little Barry Diller who lost a fortune on Newsweek and Daily Beast only writes badly about me. He is a sad and pathetic figure. Lives lie!,10-10-2015 21:36:52,2838"
"Just got back from Georgia. The crowds and love for U.S. was so amazing! We all had a great day together - will be back soon!,10-10-2015 21:41:55,3246"
"I will be on Face The Nation (CBS) today at 10:30 A.M. and Media Buzz (Fox News) at 11:00 A.M. Enjoy!,10-11-2015 12:09:52,2404"
"President Obama was terrible on @60Minutes tonight. He said CLIMATE CHANGE is the most important thing not all of the current disasters!,10-12-2015 01:43:08,7470"
"Great everyone is saying I did much better on @60Minutes  last week than President Obama did tonight. I agree!,10-12-2015 01:52:15,6011"
"Leaving soon after a great time in New Hampshire a truly special place!,10-12-2015 16:25:38,2325"
"Via RealClear Politics  http://t.co/U7JPpgszvn,10-12-2015 17:45:47,1162"
"Thank you. https://t.co/hFDFvwMY7Q,10-12-2015 20:50:13,1935"
"Will be interviewed by @SeanHannity on @foxnews at 10PM tonight. Enjoy!,10-12-2015 21:44:13,2207"
"At the request of many and even though I expect it to be a very boring two hours I will be covering the Democrat Debate live on twitter!,10-13-2015 09:43:56,8172"
"Someone should inform @CNN that despite spending millions of $'s on graphics it is not the Democratic Debate rather the Democrat (s) D!,10-13-2015 09:49:36,2138"
"Sheldon Adelson is looking to give big dollars to Rubio because he feels he can mold him into his perfect little puppet. I agree!,10-13-2015 10:46:46,3000"
"The arrogant young woman who questioned me in such a nasty fashion at No Labels yesterday was a Jeb staffer! HOW CAN HE BEAT RUSSIA &amp; CHINA?,10-13-2015 11:39:52,3971"
"Very honored: ""Trump Is Tops As Clinton Drops In Connecticut Primaries Quinnipiac University Poll Finds""     http://t.co/6d8WiLa8fB,10-13-2015 13:35:29,2372"
"Everybody's talking about my doing twitter during the likely very boring debate tonight. @realDonaldTrump #DemDebate,10-13-2015 15:09:24,4572"
"So nice thank you very much.  https://t.co/OmbuWUHA0m,10-13-2015 15:37:43,1658"
"How can Jeb Bush expect to deal with China Russia + Iran if he gets caught doing a –plant” during my speech yesterday in NH?,10-13-2015 15:52:02,4322"
"Exclusive--Davi: Trump The Lion We Need  http://t.co/OYnWVnfsge,10-13-2015 16:21:20,1582"
"It was just announced that I will be hosting Saturday Night Live on Nov. 7th --  look forward to it! http://t.co/D74EQyvR0P,10-13-2015 17:34:01,6862"
"Live from New York- November 7th! @nbcsnl http://t.co/rfEE86Mbbp,10-13-2015 19:18:03,4059"
"Should be interesting but too bad the three guys at_1% will be taking up so much time -  but who knows maybe a star will be born (unlikely),10-14-2015 00:08:14,2816"
"We will all have fun and hopefully learn something tonight. I will shoot straight and call it as I see it both the good and the bad. Enjoy!,10-14-2015 00:20:39,7546"
"Putin is not feeling too nervous or scared.   #DemDebate,10-14-2015 00:45:08,7800"
"Get rid of all of these commercials. #DemDebate,10-14-2015 00:46:52,9396"
"The trade deal is a disaster she was always for it! #DemDebate,10-14-2015 01:03:37,5988"
"Can anyone imagine Chafee as president? No way.,10-14-2015 01:08:59,8662"
"O'Malley as former Mayor of Baltimore has very little chance.,10-14-2015 01:11:14,5595"
"Who is winning the debate so far (just last name)? #DemDebate,10-14-2015 01:33:46,3328"
"All are very scripted and rehearsed two (at least) should not be on the stage.,10-14-2015 01:48:30,7921"
"The hardest thing Clinton has to do is defend her bad decision making including Iraq vote e-mails etc.,10-14-2015 01:54:05,7333"
"Good move by Bernie S.,10-14-2015 01:55:31,9692"
"Sorry there is no STAR on the stage tonight!,10-14-2015 02:02:02,9808"
"Sanders said only black lives matter - wow! Hillary did not answer question!,10-14-2015 02:15:50,11752"
"Notice that illegal immigrants will be given ObamaCare and free college tuition but nothing has been mentioned about our VETERANS #DemDebate,10-14-2015 02:33:13,26041"
"Check out OAN and compare to what you are watching now!,10-14-2015 02:56:33,2202"
"The latest book on HillaryãWow a really tough one! http://t.co/ZCoUAutdI8  @RogerJStoneJr,10-14-2015 14:55:03,1668"
"Like her or not Hillary did what she had to do in the debate last nightãget through it. Her opponents were very gentle and soft!,10-14-2015 14:55:58,3671"
"#DemDebate was really boring but had a lot of fun live tweeting and picked up by far the most followers.,10-14-2015 14:57:25,4831"
"We need a strong leader- and fast! https://t.co/UVhbC0JNxD,10-14-2015 15:33:57,3160"
"The debate last night proved that Hillary is running against the –B” team. She wonêt be so lucky when it comes to me!,10-14-2015 16:31:34,7375"
"Will be going to Richmond Virginia today. Big crowd! See you there.,10-14-2015 17:27:50,3077"
"Even though I have the legal right to use Steven Tylerês song he asked me not to. Have better one to take its place!,10-14-2015 18:18:07,4355"
"Steven Tyler got more publicity on his song request than heês gotten in ten years. Good for him!,10-14-2015 18:18:18,4046"
"CNN/ORC Poll results just out for NevadaãWOW! Trump 38 Carson 22 Fiorina 8 Bush 6 Cruz 4  http://t.co/X2Kv6qzPia,10-14-2015 18:23:55,2835"
".@andersoncooper did an excellent job of hosting the #DemDebate last night. Tough firm but fair.,10-14-2015 18:47:23,3168"
"CNN Poll just out on South Carolina _ great #ês http://t.co/E6do3oi10Z,10-14-2015 18:48:50,2148"
"Just did @OReillyFactor. Will be back on at 11pm on @FoxNews.,10-15-2015 00:33:27,2131"
"Incredible crowd in Richmond Virginia tonight! So much spirit and energy! #makeamericagreatagain https://t.co/B0PfF9AdZf,10-15-2015 00:36:57,3419"
"I'm very proud of my daughter Ivanka. Great interview.   http://t.co/aNL95tOVrO,10-15-2015 15:18:58,3348"
"Signing my tax return.... http://t.co/XJfXeaORbU,10-15-2015 17:13:20,10727"
"A great day in New Jersey for Trump! http://t.co/IdaYonGiL4 &amp; http://t.co/YsqPfea6KE,10-15-2015 17:31:49,1646"
".@KevinHart4real joined @woodmank104 @katek104 @K1047 &amp; was asked about his thoughts on @realDonaldTrump #Trump2016 Thanks Kevin--so nice!,10-15-2015 18:33:07,1338"
"The @GOP should not agree to the ridiculous debate terms that @CNBC is asking unless there is a major benefit to the party.,10-15-2015 18:44:04,3090"
".@CNBC is pushing the @GOP around by asking for extra time (and no criteria) in order to sell more commercials.,10-15-2015 18:44:47,2336"
"Why is the @GOP being asked to do a debate that is so much longer than the just-aired and very boring #DemDebate?,10-15-2015 18:45:35,3124"
"Will be on @bloombergtv tomorrow with @sruhle. Enjoy!,10-15-2015 19:56:30,1551"
"Megyn Kelly has two really dumb puppets Chris Stirewalt &amp; Marc Threaten (a Bushy) who do exactly what she says. All polls say I won debates,10-16-2015 02:00:12,3299"
".@marcthiessen is a failed Bush speechwriter whose work was so bad that he has never been able to make a comeback. A third rate talent!,10-16-2015 02:12:26,1701"
"Every poll Time Drudge Slate and others said I won both debates - but heard Megyn Kelly had her two puppets say bad stuff. I don't watch,10-16-2015 02:22:29,3067"
".@CNBC has just agreed that the debate will be TWO HOURS. Fantastic news for all especially the millions of people who will be watching!,10-16-2015 10:22:34,4399"
".@EricTrump was FANTASTIC on @foxandfriends this morning. He may be my son but he is a special guy!,10-16-2015 11:46:23,2435"
".@scottienhughes  Keep up the great work Scottie. Polls are best ever!,10-16-2015 12:57:25,1619"
"Nice story from @businessinsider http://t.co/O0snYivV0M,10-16-2015 20:14:15,1781"
"A great new poll-33%! http://t.co/3EheiVyD5A,10-16-2015 21:28:18,2031"
"Rumor has it that the grubby head of failing @VanityFair Magazine ""Sloppy"" Graydon Carter is going to be fired or replaced very soon?,10-16-2015 21:33:41,1444"
"Heading to Boston to see another huge crowd! My friend Tom Brady is a great competitor and golf partner. https://t.co/lWpbffq5bp,10-16-2015 21:54:28,3161"
"In Massachusetts --- the place is packed! #MakeAmericaGreatAgain,10-16-2015 23:17:20,3581"
".@JebBushAt the debate you said your brother kept us safe- I wanted to be nice &amp; did not mention the WTC came down during his watch 9/11.,10-17-2015 01:07:32,5541"
"No @JebBush youêre pathetic for saying nothing happened during your brotherês term when the World Trade Center was attacked and came down.,10-17-2015 01:29:35,5673"
".@JebBush like it or not our country needs more energy and spirit than you can provide! #MakeAmericaGreatAgain,10-17-2015 01:31:09,4470"
".@KatrinaPierson you did a fantastic job tonight on @FoxNews. Thank you for your very tough and very smart representation!,10-17-2015 03:49:19,2235"
"Thank you @thefix for your very honest commentary. One thing we do have great teams in IA NH SC and beyond. https://t.co/ZVQiw6CpCO,10-17-2015 14:42:55,1899"
".@HillaryClinton is on the front page of the @nytimes waving to 200 people in New Hampshire. My crowd next door was 5000 people _ no pic!,10-17-2015 14:47:38,6427"
"Via CNET: Donald Trump Bests Jeb Bush in Website Performance Experts Say- http://t.co/ioHAZOT8lK,10-17-2015 16:01:35,1552"
"Via Business Insider: Donald Trump's Poll Dominance in 2 Key States is Mind-Blowing- http://t.co/FqIApU6gVC,10-17-2015 16:01:57,2369"
"Russia and the world has already started to respect us again!http://t.co/3hdsUtMHim,10-17-2015 21:54:45,1969"
"A great story in the New York Post ---really well written!http://t.co/ZXFte8aqYf,10-17-2015 21:55:16,2074"
"I will be interviewed on Fox News Sunday With Chris Wallace at 9:00 A.M. or 10:00 A.M. (depending on location). Will be tough but good!,10-17-2015 23:43:04,2188"
"Good news for those that want to Make America Great Again - I am winning every poll in every STATE and NATIONAL - and by big numbers! Thanks,10-17-2015 23:50:02,8975"
"Amazing! Thank you!#MakeAmericaGreatAgain #Trump2016http://t.co/fnRIXJWCVf,10-18-2015 03:02:10,2223"
"On at 9:00A.M. or 10:00 A.M. (depending on your location)  on Fox is a tough but really good interview with Chris Wallace. Enjoy!,10-18-2015 12:59:20,1401"
"Jeb Bush should stop trying to defend his brother and focus on his own shortcomings and how to fix them. Also Rubio is hitting him hard!,10-18-2015 13:04:36,2738"
"This morning Chris Wallace has the best political show on television - but that's only because I'm on it (kidding)! Have fun.,10-18-2015 13:09:48,2623"
"Jeb why did your brother attack and destabalize the Middle East by attacking Iraq when there were no weapons of mass destruction? Bad info?,10-18-2015 13:29:03,5905"
".@FoxNewsSunday,10-18-2015 13:53:48,1190"
".@MittRomney  can only speak negatively about my presidential chances because I have been openly hard on his terrible ""choke"" loss to Obama!,10-18-2015 15:06:21,3011"
".@MittRomney and his campaign manager should not be critical of candidates after they blew an election that should never have been lost!,10-18-2015 15:14:11,3317"
"Does everyone remember   @MittRomney and his famous remarks about ""self-deportation"" and ""47%"". He was done. I don't need his angry advice!,10-18-2015 15:20:12,2351"
"I should release the sad and totally apologetic letter that Penn @pennjillette hand delivered to me. Minds would be changed very fast!,10-18-2015 15:41:51,1819"
"Replay of Fox News Sunday With Chris Wallace at 2:00 P.M. on @FoxNews. Big statement made by Chris!,10-18-2015 16:15:19,1483"
"I will be interviewed by Chris Wallace at 2:00 P.M. on @FoxNews - Turn off the football for 15 minutes Make America Great Again!,10-18-2015 18:00:53,1961"
"It's amazing that some of the dumbest people on television work for the Wall Street Journal in particular a real dope named Charles Lane!,10-18-2015 18:15:24,2791"
"Just reported by CNN that ""the Trump halo effect""  caused a record-shattering Democratic Debate rating of 15.3 million viewers. So true!,10-18-2015 19:12:23,2370"
"Fox News Sunday With Chris Wallace will be re-broadcast on @FoxNews  at 6:00 P.M.,10-18-2015 21:27:58,1266"
"Best thing my supporters can do if you don't like the way @megynkelly and her puppets unfairly treat ""us"" is don't watch her show!,10-18-2015 22:50:10,4509"
"It's really cold outside they are calling it a major freeze weeks ahead of normal. Man we could use a big fat dose of global warming!,10-19-2015 13:30:30,10741"
"Jeb is fighting to defend a catastrophic event. I am fighting to make sure it doesn't happen again.Jeb is too soft-we need tougher &amp; sharper,10-19-2015 13:36:31,5578"
"Bruce Willis wearing my hat on @FallonTonight last Friday- http://t.co/d2PlEBk3m2,10-19-2015 16:26:25,9676"
"NEW POLL: Trump Blue Collar Support highest since FDR in 1930s--WOW! http://t.co/fnRIXJWCVf,10-19-2015 17:42:17,2931"
"Interesting reading re September 11th http://t.co/eFgd00dZQO,10-19-2015 17:53:43,2068"
"Via @IBTimes: ""Under Fire From Donald Trump Jeb Bush Focuses On 9/11 Even Though Hijackers Got Florida Licenses""https://t.co/a9s6mHsk07,10-19-2015 19:21:07,2336"
"See the attack  very possibly could have been stopped. We need real leadership and vision. https://t.co/JA1Fo5H6FP,10-19-2015 20:31:38,3142"
"Tonight's official count--7943. An all time record for the Anderson Civic Center in SC! Thanks! #Trump2016 https://t.co/bMJcymz1Qp,10-20-2015 00:00:38,4305"
"Bill Clinton wants to #MakeAmericaGreatAgain https://t.co/rVOZHzrlEB,10-20-2015 18:58:31,2453"
"I will be on @seanhannity tonight at 10 PM @FoxNews. #Hannity,10-20-2015 19:27:29,2058"
"Lots of great new polls--big leads!  https://t.co/Og4SN4eXbO     https://t.co/xJaAWC9RgO     https://t.co/8FyxYEna0h,10-20-2015 19:33:05,1897"
"Donald Trump tops Franklin-Pierce/Herald poll at 28 percent in N.H.  https://t.co/gXXJ4YhKIW,10-20-2015 19:42:19,1827"
"Both Aberdeen and Turnberry in Scotland and the soon to open Doonbeg in Ireland blow Bandon Dunes away. Bandon is a toy by comparison!,10-20-2015 19:49:43,1401"
"I will be interviewed on @seanhannity tonight at 10:00. You will find it very interesting (I hope). Enjoy!,10-21-2015 00:05:13,2141"
".@KarlRove  Had my best day ever in the polls one had me at 41% - Morning Consult. Boston Globe Monmouth NBC and CNN all great. More!,10-21-2015 00:21:43,2269"
".@seanhannity at 10:00.,10-21-2015 00:58:34,1498"
"I will be interviewed on @GMA Good Morning America tomorrow at 7:00 A.M. Big new ABC poll coming out - I hope I do well!,10-21-2015 02:46:47,2081"
".@MonicaCrowley you were GREAT on @seanhannity tonight. Thank you for the nice words!,10-21-2015 02:49:08,1848"
".@GMA at 7:00 A.M.,10-21-2015 03:58:46,1469"
"Just out: Boston Herald/Franklin Pierce Poll  N.H.  TRUMP 28 (up 10)  CARSON 16  BUSH 9  RUBIO 6  CRUZ 5  Press will say they are surging!,10-21-2015 10:36:45,2095"
"I will be interviewed on @GMA Good Morning America at 7:00 A.M. @ABC will be announcing new poll numbers. MAKE AMERICA GREAT AGAIN!,10-21-2015 10:41:40,2108"
"New poll by ABC News/Washington Post  TRUMP 32  CARSON 22  RUBIO 10  BUSH 7  Wow how will the media put a negative spin on this one?,10-21-2015 11:33:11,4184"
".@TrumpToronto was just voted the #1 hotel in Canada in Conde Nast Travelerês prestigious Readerês Choice Awards  https://t.co/Uc9Txu7O8g,10-21-2015 14:04:52,1982"
"The great workers who just completed the skylight at Trump International Hotel D.C. (Old Post Office) https://t.co/wEj6IjyBDK,10-21-2015 16:21:41,2310"
"I think Joe Biden made correct decision for him &amp; his family. Personally I would rather run against Hillary because her record is so bad.,10-21-2015 17:24:35,11550"
"Can u believe that Jeb Bushês campaign manager is in Berlin Germany looking for money? Whatês he giving to Germany? https://t.co/HDdWRBteNe,10-21-2015 20:58:35,4126"
"Trump Nears 100 days on Top via The Hill https://t.co/MDzpY89TRE,10-22-2015 16:15:51,2375"
"#ChrisWallace who interviewed me on Sunday had his highest ratings since Feb of '09. Congratulations!  https://t.co/o49V73AZZB,10-22-2015 16:25:53,2696"
"Joe thanks for not running! https://t.co/yYAMVXWc7t,10-22-2015 16:54:01,2918"
"The young intern who accidentally did a Retweet apologizes.,10-22-2015 18:59:31,5891"
"Remember official campaign merchandise (hats apparel etc.) can only be bought at https://t.co/SXUUL7l8vp. Be careful don't get ripped-off,10-23-2015 17:08:46,2826"
"So nice of @Cher--- greatly appreciated! https://t.co/11hmnFEP1S,10-23-2015 23:17:14,2992"
"Crowd was amazing tonight at Trump National Doral in Miami. Love and excitement in the ballroom. Tomorrow at noon in Jacksonville!,10-24-2015 03:33:32,3011"
"Massive crowds already forming in Jacksonville - will be and incredible day - 12 noon!  MAKE AMERICA GREAT AGAIN!,10-24-2015 11:40:06,3143"
"Leaving for Jacksonville now. See you there! Miami was great.,10-24-2015 13:46:17,2546"
"Saying goodbye to some of my great workers at @TrumpDoral in Miami. https://t.co/C8AG3eGSus,10-24-2015 16:26:09,1683"
"Just finished speaking in Jacksonville Florida. Incredible crowd fantastic people. Thank you!,10-24-2015 18:22:39,3266"
"Will be doing a sit down interview with  @JakeTapper @CNN on Sunday morning at 9:00. Tough questions and hopefully very good answers!,10-24-2015 19:40:08,1795"
"I will be doing the @TodayShow live from New Hampshire at 7am on Monday morning. #TrumpToday,10-24-2015 19:40:39,1813"
"Expecting a great crowd of amazing people. Questions will be live! #TrumpToday,10-24-2015 19:41:08,1908"
".@JebBush is totally lost -- he spends too much time managing the bloated staff of his campaign &amp; not enough talking about America's future.,10-24-2015 20:42:41,2643"
".@JebBush had a tiny 300 person crowd at Senator Tim Scott's forum. I had thousands and they had real passion! https://t.co/osBW3TM4UO,10-24-2015 20:43:25,3663"
".@JebBush is slashing campaign salaries people making millions. If he can't manage his campaign how can he manage our countries finances?,10-24-2015 20:44:18,3302"
"While Jeb Bush is cutting staff and salaries after having paid ridiculous amounts of money why did he pay so much in the first place?,10-25-2015 03:24:42,2139"
"I will be doing a major sit down interview on State of the Union With Jake Tapper at 9:00 A.M. on @CNN. Enjoy!,10-25-2015 10:28:32,1283"
"This is just not the right time for Jeb Bush. His campaign is in total disarray too much staff being paid way too much money = U.S. GOVT.,10-25-2015 10:36:39,2684"
"A big POLL will be announced this morning on @CBSNews  Face The Nation. I wonder if I do well if the press will report the results? Doubt it,10-25-2015 11:18:17,1885"
"I spell out some of the differences between Ben Carson and myself at 9:00 A.M. on @CNN @jaketapper. Ben is very weak on illegal immigration.,10-25-2015 11:34:59,1912"
"Ben Carson has never created a job in his life (well maybe a nurse). I have created tens of thousands of jobs it's what I do.,10-25-2015 11:41:08,3616"
"Watch @CNN at 9:00 A.M. @jaketapper. Then interviewed on @ABC @GStephanopoulos at 10:00 A.M. and then at 10:30 A.M. watch Face The Nation.,10-25-2015 13:13:03,1201"
"Big poll comes out today on Face The Nation at 10:30 on @CBSNews.,10-25-2015 13:40:57,1297"
"Watch my interview on @CBSNews Face The Nation now and also the new CBS POLLS which if good for me the media won't report!,10-25-2015 14:29:51,1784"
".@CBSNews Poll - WOW!  New Hampshire  TRUMP 38% CARSON 12% BUSH 8%  South Carolina TRUMP 40% CARSON 23% CRUZ 8% Iowa TRUMP 27% CARSON 27%,10-25-2015 16:11:58,3127"
"Do you believe that @FoxNews is still playing up the old Iowa poll numbers and no mention of the ABCWashington Post or just out CBS results?,10-25-2015 17:53:31,2607"
".@ByronYork  Great numbers from @CBSNews Poll. Also from ABC-Washington Post Poll. Thank you!  @CNN,10-25-2015 18:36:34,1412"
"Word is that Ford Motor because of my constant badgering at packed events is going to cancel their deal to go to Mexico and stay in U.S.,10-25-2015 20:36:19,6373"
"Do you think I will get credit for keeping Ford in U.S. Who cares my supporters know the truth. Think what can be done as president!,10-25-2015 20:39:07,4950"
"Remember that Carson Bush and Rubio are VERY weak on illegal immigration. They will do NOTHING to stop it. Our country will be overrun!,10-25-2015 20:49:16,5357"
"An aerial shot of Jacksonville crowd yesterday! I may as well show you because the media won't. #Trump2016 https://t.co/iJf87UVMEt,10-25-2015 23:31:42,10000"
"Leaving for New Hampshire now. Will be doing the @TODAYshow there live at 7:00 A.M. New @CBSNews Poll of New Hampshire: Trump 38 Carson 12!,10-26-2015 00:06:43,2297"
"Ben Carson wants to abolish Medicare - I want to save it and Social Security.,10-26-2015 00:20:48,4144"
"This whole Super PAC scam is very unfair to a person like me who has disavowed all PAC's &amp; is self-funding.,10-26-2015 14:35:13,3234"
"Re Super PAC scam:  What the other candidates are doing is a disgrace.,10-26-2015 14:35:28,2542"
"All Presidential candidates should immediately disavow their Super PACês. They're not only breaking the spirit of the law but the law itself,10-26-2015 14:36:14,4840"
"#TrumpTODAY Watch my appearance on the @TODAYshow from this morning https://t.co/9NbOEguzU1,10-26-2015 16:57:19,2179"
"Dopey @BillKristol who has lost all credibility with so many dumb statements and  picks said last week on @Morning_Joe that Biden was in.,10-26-2015 22:19:56,2529"
"New Gravis national poll just out --- 36%! Very nice! #MakeAmericaGreatAgain,10-27-2015 14:43:37,2734"
"Thank you @SahilKapur for the wonderful story.   https://t.co/3ipTylrLzz,10-27-2015 14:46:25,1825"
"Trump's National Lead Increases to 35.6% Going into the Third GOP Debate it's Trump Carson and Rubio https://t.co/8SJazkQ3I1 Ä,10-27-2015 16:14:20,2177"
"National GOP Presidential Poll via @OANN @realDonaldTrump 35.6% #Trump2016 https://t.co/Mvcj1ZH3Ql,10-27-2015 18:25:57,1948"
"I am leaving for Sioux City Iowa - great event (rally).,10-27-2015 18:52:20,2548"
"Just out wonderful poll in North Carolina. #Trump2016 #MakeAmericaGreatAgain https://t.co/xdZGkdtNev,10-27-2015 21:46:46,2884"
"Via the Washington Post: Inside the World of Donald Trump's Super Fans: https://t.co/QL6VhkZ8pm,10-28-2015 02:46:36,1405"
"Thank you Iowa! Great night---see you soon! #Trump2016 https://t.co/aCHH90cNRg,10-28-2015 03:03:35,2789"
"After a great evening and packed auditorium in Iowa I am now in Colorado looking forward to what I am sure will be a very unfair debate!,10-28-2015 14:53:25,4175"
".@CNBC continues to report fictious poll numbers. Number one based on every statistic is Trump (by a wide margin). They just can't say it!,10-28-2015 15:01:42,2710"
".@Morning_Joe can you believe Kasie Hunt's poor and purposely inaccurate reporting on my great night and crowd in Iowa. @politico is a scam!,10-28-2015 15:18:45,1792"
"Does anybody think that @CNBC will get their fictitious  polling numbers corrected sometime prior to the start of the debate. Sad!,10-28-2015 15:32:17,3344"
"I'm sure the media will not report the highly respected new national poll that just came out via The Economist. 32%! https://t.co/aalSqnGHa3,10-28-2015 17:51:07,3516"
".@TheEconomist Poll one of the most highly respected was just released. Wow wait until the media digests these numbers - won't be happy!,10-28-2015 18:22:36,3118"
"@CNBC  POLL  TOTAL: TRUMP 25.22  CARSON 19.78  RUBIO 9.67....,10-28-2015 20:10:46,1310"
"Via @MailOnline ""Trump still in the lead by a whopping 14 points after fluke survey had put Carson on top""-  https://t.co/tfaOARLoZb,10-28-2015 23:26:15,3754"
"Thanks everyone they all said  I won the debate. Even won the @CNBC Poll!,10-29-2015 03:20:13,5422"
"Thank you! #GOPDebate MakeAmericaGreatAgain https://t.co/u6bJBPu30T https://t.co/UB8XqapdzZ,10-29-2015 03:25:07,4543"
"The #CNBCGOPDebate poll closed with #Trump2016 declared the official winner. Thank you! https://t.co/3mFHLcSbwD https://t.co/ZPiXAR5rFC,10-29-2015 03:27:43,5843"
"Thanks @PiersMorgan. You're great!,10-29-2015 03:32:59,1839"
"Thank you Jonathan. Greatly appreciated! https://t.co/eW0qDCax8P,10-29-2015 03:55:38,1623"
"Thank you Colorado! An honor to win @NBC @9News #GOPDebate Poll. https://t.co/rvnUQemej0,10-29-2015 05:53:20,2092"
"Drudge Poll on who won the 3rd #GOPDebate. Thank you! https://t.co/lCdolIJMsL,10-29-2015 05:58:00,3187"
"The money losing @politico is considered by many in the world of politics to be the dumbest and most slanted of the political sites. Losers!,10-29-2015 10:47:56,2537"
"Thank you @morningmika and @JoeNBC  for all of your nice words and comments on the debate!,10-29-2015 12:48:32,1492"
"Thank you to everybody for your wonderful comments on my debate performance - it was a lot of fun! Today I will be speaking in Reno Nevada.,10-29-2015 13:25:15,3728"
"Thank you! https://t.co/MEIiUqKeS9,10-29-2015 14:49:27,1595"
"CNBC poll: Trump won #GOPDebate #MakeAmericaGreatAgain #Trump2016 https://t.co/JEyniIGJPJ https://t.co/wEdauo3Drm,10-29-2015 15:21:06,1791"
"Via @Slate: Who won the #GOPDebate? https://t.co/YHsCQpG63v,10-29-2015 15:28:51,2033"
"Failing host @glennbeck a mental basketcase loves SUPERPACS - in other words he wants your politicians totally controlled by lobbyists!,10-29-2015 15:42:23,3076"
".@SpeakerRyan Congratulations and good luck - you will do a GREAT job for our wonderful U.S.A.!,10-29-2015 15:50:24,1932"
"Join me Tuesday Nov. 3rd at 12pm in Trump Tower NYC.  Iêll be signing copies of my new book CRIPPLED AMERICA.  Donêt miss it!,10-29-2015 17:57:55,2818"
"I was #1 on Twitter -- and so positive. Thank you! https://t.co/7JBjeWt6XK,10-29-2015 20:20:58,3141"
"Post-Debate via @OANN. Thank you!#Trump2016 #MakeAmericaGreatAgain https://t.co/VHyPDZFKPZ,10-29-2015 20:23:32,2145"
"My interview on @ThisWeekABC with @GStephanopoulos had a 40%+ ratings increase over same Sunday last year. 20% over last week.,10-30-2015 01:59:22,1848"
"Wow just heard really bad stuff about the failing  @politico. How much longer  will they be around? Some very untalented reporters.,10-30-2015 02:06:03,3223"
"Loved doing the debate last night on @CNBC. Check out all of the polls! Everyone agrees that Harwood bombed!,10-30-2015 02:26:03,3648"
"Thank you @CharlesHurt for  the nice words on @seanhannity. I will win and Make America Great Again!,10-30-2015 03:01:38,2506"
"Thank you @Morning_Joe for explaining to @CNN and @andersoncooper and so many others that I am leading in almost all national &amp; state polls.,10-30-2015 16:49:38,3069"
"Happy Birthday to my wonderful daughter @IvankaTrump.,10-30-2015 18:08:16,4441"
"Thank you @rushlimbaugh for your wonderful words. We will #MakeAmericaGreatAgain,10-30-2015 18:36:13,2748"
"Super PACs should be disavowed by anyone running for President. They are a total scam on our system and country! I am self-funding.,10-30-2015 18:57:39,5043"
"Donald Trump Leads Polls in Florida  https://t.co/EhSFxH8N8U,10-30-2015 19:30:28,2229"
"Via The Political Insider: –Donald Trump Just Received The Best News Possible!”  https://t.co/kFa5wxUXqE,10-30-2015 19:58:07,2157"
"Happy Birthday to my friend @garyplayer...https://t.co/WuN4AV9IMT,10-30-2015 21:05:44,1243"
".@GovMikeHuckabee Great job on @FoxNews tonight. Thanks for your nice words about my children. Class!,10-31-2015 01:46:49,3359"
"When candidate John Kasich on the @oreillyfactor talked about dismantling Medicare and Medicaid he was referring to Ben Carson.,10-31-2015 04:20:52,1775"
"I am going to save Medicare and Medicaid Carson wants to abolish and failing candidate Gov. John Kasich doesn't have a clue - weak!,10-31-2015 04:30:23,4001"
"Black Lives Matter protesters totally disrupt Hillary Clinton event. She looked lost. This is not what we need with ISIS CHINA RUSSIA etc.,10-31-2015 11:27:02,4570"
"The new NBC POLL has me in first place but said I was third in the debate - I demand a recount (just kidding!). EVERY other poll had me #1.,10-31-2015 12:18:35,2782"
