"text,created_at,favorite_count"
"So good to see the Saudi Arabia visit with the King and 50 countries already paying off. They said they would take a hard line on funding...,06-06-2017 13:36:50,68556"
"...extremism and all reference was pointing to Qatar. Perhaps this will be the beginning of the end to the horror of terrorism!,06-06-2017 13:44:55,70116"
"Today we remember the courage and bravery of our troops that stormed the beaches of Normandy 73 years ago. #DDay… https://t.co/zhR24dMzYB,06-06-2017 17:47:33,101067"
"Great meeting with @HouseGOP and @SenateGOP leaders including @SpeakerRyan @SenateMajLdr @GOPLeader @JohnCornyn… https://t.co/G03W8CEtCS,06-07-2017 00:06:50,45189"
"#ICYMI: Announcement of Air Traffic Control Initiative Watch__https://t.co/IMiZr22gAw,06-07-2017 00:44:56,42059"
"Senate passed the VA Accountability Act. The House should get this bill to my desk ASAP! We can’t tolerate substandard care for our vets.,06-07-2017 01:07:39,104378"
"I will be nominating Christopher A. Wray a man of impeccable credentials to be the new Director of the FBI. Details to follow.,06-07-2017 11:44:37,97952"
"Getting ready to leave for Cincinnati in the GREAT STATE of OHIO to meet with ObamaCare victims and talk Healthcare &amp; also Infrastructure!,06-07-2017 12:17:13,90839"
"Despite so many false statements and lies total and complete vindication...and WOW Comey is a leaker!,06-09-2017 10:10:37,126953"
"Great reporting by @foxandfriends and so many others. Thank you!,06-09-2017 10:54:43,85924"
"Congratulations to Jeb Hensarling &amp; Republicans on successful House vote to repeal major parts of the 2010 Dodd-Frank financial law. GROWTH!,06-09-2017 14:22:00,80398"
"An honor to join the @FaithandFreedom Coalition yesterday. In America we don't worship government. We worship God.… https://t.co/1ds8BrzUQe,06-09-2017 18:28:41,60938"
"A great honor to host and welcome leaders from around America to the @WhiteHouse Infrastructure Summit.… https://t.co/5f6cN3HboQ,06-09-2017 18:48:54,60282"
"It is time to rebuild OUR country to bring back OUR jobs to restore OUR dreams &amp; yes to put #AmericaFirst! TY O… https://t.co/2b2bXwxGkA,06-09-2017 22:52:23,92325"
"Time to start building in our country with American workers &amp; with American iron aluminum &amp; steel. It is time to… https://t.co/rGZCRyeCMZ,06-10-2017 01:38:15,94622"
"America is going to build again. Under budget and ahead of schedule. Time to put #AmericaFirst! #InfrastructureWeek… https://t.co/D5TbbjXcN3,06-10-2017 20:52:00,80310"
"The #FakeNews MSM doesn't report the great economic news since Election Day. #DOW up 16%. #NASDAQ up 19.5%. Drilling &amp; energy sector...,06-11-2017 12:22:20,99607"
"...way up. Regulations way down. 600000+ new jobs added. Unemployment down to 4.3%. Business and economic enthusiasm way up- record levels!,06-11-2017 12:23:01,88930"
"I believe the James Comey leaks will be far more prevalent than anyone ever thought possible. Totally illegal? Very 'cowardly!',06-11-2017 12:29:46,96527"
"The Democrats have no message  not on economics not on taxes  not on jobs not on failing #Obamacare. They are only OBSTRUCTIONISTS!,06-11-2017 12:49:00,111616"
"My daughter Ivanka will be on @foxandfriends tomorrow morning. Enjoy!,06-12-2017 02:02:23,60025"
"Great numbers on the economy. All of our work including the passage of many bills &amp; regulation killing Executive Orders now kicking in!,06-12-2017 02:14:29,89422"
"Ivanka on @foxandfriends now!,06-12-2017 10:55:27,45592"
"We will NEVER FORGET the victims who lost their lives one year ago today in the horrific #PulseNightClub shooting.… https://t.co/7lZGgDJkxZ,06-12-2017 16:58:25,90399"
"Congratulations! 'First New Coal Mine of Trump Era Opens in Pennsylvania' https://t.co/aIRllxNLQA,06-12-2017 17:59:27,70386"
"Finally held our first full @Cabinet meeting today. With this great team we can restore American prosperity and br… https://t.co/b0roksHTFE,06-12-2017 21:10:10,74839"
"Congratulations to the 2016 @ClemsonFB Tigers!Full ceremony: https://t.co/syJUGoMhHJ#NationalChampions_ https://t.co/F23NZoX2BI,06-13-2017 00:09:54,46728"
"The Fake News Media has never been so wrong or so dirty. Purposely incorrect stories and phony sources to meet their agenda of hate. Sad!,06-13-2017 10:35:55,97362"
"Well as predicted the 9th Circuit did it again - Ruled against the TRAVEL BAN at such a dangerous time in the history of our country. S.C.,06-13-2017 10:44:16,67025"
"A.G. Lynch made law enforcement decisions for political purposes...gave Hillary Clinton a free pass and protection. Totally illegal!,06-13-2017 12:45:11,95369"
"Fake News is at an all time high. Where is their apology to me for all of the incorrect stories???,06-13-2017 12:48:44,96026"
"Heading to the Great State of Wisconsin to talk about JOBS JOBS JOBS! Big progress being made as the Real News is reporting.,06-13-2017 13:29:59,68603"
"2 million more people just dropped out of ObamaCare. It is in a death spiral. Obstructionist Democrats gave up have no answer = resist!,06-13-2017 13:56:20,83675"
"Just arrived in Wisconsin to discuss JOBS JOBS JOBS! #MAGA__ https://t.co/lEJ9S817yb,06-13-2017 20:41:37,67349"
"The passage of the @DeptVetAffairs Accountability and Whistleblower Protection Act is GREAT news for veterans! I lo… https://t.co/k45aci25BT,06-13-2017 23:18:19,58154"
"Just got back from Wisconsin. Great day great people!,06-14-2017 02:53:45,85859"
"Rep. Steve Scalise of Louisiana a true friend and patriot was badly injured but will fully recover. Our thoughts and prayers are with him.,06-14-2017 12:48:26,142370"
"Happy birthday to U.S. ARMY and our soldiers. Thank you for your bravery sacrifices &amp; dedication. Proud to be your Commander-in-Chief!,06-14-2017 14:07:31,144619"
"Just left hospital. Rep. Steve Scalise one of the truly great people is in very tough shape - but he is a real fighter. Pray for Steve!,06-15-2017 01:41:45,195471"
"They made up a phony collusion with the Russians story found zero proof so now they go for obstruction of justice on the phony story. Nice,06-15-2017 10:55:37,144441"
"You are witnessing the single greatest WITCH HUNT in American political history - led by some very bad and conflicted people!  #MAGA,06-15-2017 11:57:57,122162"
"Why is that Hillary Clintons family and Dems dealings with Russia are not looked at but my non-dealings are?,06-15-2017 19:43:31,124937"
"Crooked H destroyed phones w/ hammer 'bleached' emails &amp; had husband meet w/AG days before she was cleared- &amp; they talk about obstruction?,06-15-2017 19:56:01,154284"
"Thank you Wisconsin! Tuesday was a great success for #WorkforceWeek at @WCTC w/ @IvankaTrump &amp; @GovWalker. Remarks… https://t.co/L8o396yYKX,06-15-2017 21:43:14,49507"
"#CongressionalBaseballGame__ https://t.co/u8InOJTf6D,06-15-2017 23:49:24,75576"
"After 7 months of investigations &amp; committee hearings about my ""collusion with the Russians""  nobody has been able to show any proof. Sad!,06-16-2017 11:53:56,110443"
"The Fake News Media hates when I use what has turned out to be my very powerful Social Media - over 100 million people! I can go around them,06-16-2017 12:23:08,135395"
"Despite the phony Witch Hunt going on in America the economic &amp; jobs numbers are great. Regulations way down jobs and enthusiasm way up!,06-16-2017 12:54:22,112906"
"I am being investigated for firing the FBI Director by the man who told me to fire the FBI Director! Witch Hunt,06-16-2017 13:07:55,153281"
"Great news! #MAGA https://t.co/pirHR7lAyT,06-16-2017 15:12:27,73067"
"Remarks by President Trump on the Policy of the U.S.A. Towards CubaVideo: https://t.co/jUWCjgxX5DTranscript:… https://t.co/hILCHbPJet,06-16-2017 22:18:54,46393"
"National Security Presidential Memorandum on Strengthening the Policy of the United States Toward CubaMemorandum… https://t.co/RVr9Dg2hXt,06-16-2017 22:32:20,44120"
"Back from Miami where my Cuban/American friends are very happy with what I signed today. Another campaign promise that I did not forget!,06-17-2017 01:30:08,105285"
"Thoughts and prayers with the sailors of USS Fitzgerald and their families. Thank you to our Japanese allies for th… https://t.co/BBvmTFxVkk,06-17-2017 14:08:48,85868"
"The MAKE AMERICA GREAT AGAIN agenda is doing very well despite the distraction of the Witch Hunt. Many new jobs high business enthusiasm..,06-18-2017 10:38:51,102054"
"...massive regulation cuts 36 new legislative bills signed great new S.C.Justice and Infrastructure Healthcare and Tax Cuts in works!,06-18-2017 10:46:35,89002"
"The new Rasmussen Poll one of the most accurate in the 2016 Election just out with a Trump 50% Approval Rating.That's higher than O's #'s!,06-18-2017 11:02:04,104478"
"Camp David is a very special place. An honor to have spent the weekend there. Military runs it so well and are so proud of what they do!,06-18-2017 21:51:39,108462"
"Jay Sekulow on @foxandfriends now.,06-19-2017 11:59:56,5481"
"The Dems want to stop tax cuts good healthcare and Border Security.Their ObamaCare is dead with 100% increases in P's. Vote now for Karen H,06-19-2017 12:27:01,84993"
"My heartfelt thoughts and prayers are with the 7 @USNavy sailors of the #USSFitzgerald and their families. __… https://t.co/L3u5c8Iymh,06-19-2017 20:15:07,56016"
"Ralph Norman who is running for Congress in SC's 5th District will be a fantastic help to me in cutting taxes and....,06-19-2017 20:27:10,53526"
"....getting great border security and healthcare. #VoteRalphNorman tomorrow!,06-19-2017 20:27:27,40256"
"Karen Handle's opponent in #GA06 can't even vote in the district he wants to represent....,06-19-2017 20:29:38,2906"
"....because he doesn't live there! He wants to raise taxes &amp; kill healthcare. On Tuesday #VoteKarenHandel.,06-19-2017 20:29:59,4996"
"Karen Handel's opponent in #GA06 can't even vote in the district he wants to represent....,06-19-2017 20:34:11,56264"
"....because he doesn't even live there! He wants to raise taxes and kill healthcare. On Tuesday #VoteKarenHandel.,06-19-2017 20:35:37,43659"
"It was my great honor to welcome President @JC_Varela &amp; Mrs. Varela from Panama this afternoon.______… https://t.co/770OJj2uYb,06-19-2017 21:53:56,38936"
"Melania and I offer our deepest condolences to the family of Otto Warmbier. Full statement: https://t.co/8kmcA6YtFD https://t.co/EhrP4BiJeB,06-19-2017 23:44:02,70714"
"Big day tomorrow in Georgia and South Carolina. ObamaCare is dead. Dems want to raise taxes big! They can only obstruct no ideas. Vote ""R"",06-20-2017 00:45:00,82229"
"Democrat Jon Ossoff who wants to raise your taxes to the highest level and is weak on crime and security doesn't even live in district.,06-20-2017 09:49:50,70567"
"KAREN HANDEL FOR CONGRESS. She will fight for lower taxes great healthcare strong security-a hard worker who will never give up! VOTE TODAY,06-20-2017 10:02:06,82075"
"The U.S. once again condemns the brutality of the North Korean regime as we mourn its latest victim. Video: https://t.co/Rvm11ZbPk7,06-20-2017 16:41:10,63708"
"While I greatly appreciate the efforts of President Xi &amp; China to help with North Korea it has not worked out. At least I know China tried!,06-20-2017 18:38:11,83117"
"It was a great honor to welcome President Petro Poroshenko of Ukraine to the @WhiteHouse today with @VP Pence.__… https://t.co/J1ulOd6pYQ,06-21-2017 01:42:59,47291"
"Things are looking great for Karen H!,06-21-2017 02:21:36,69998"
"Thank you @FoxNews ""Huge win for President Trump and GOP in Georgia Congressional Special Election."",06-21-2017 02:33:40,91654"
"Congratulations to Karen Handel on her big win in Georgia 6th. Fantastic job we are all very proud of you!,06-21-2017 02:41:23,119303"
"Ralph Norman ran a fantastic race to win in the Great State of South Carolina's 5th District. We are all honored by your success tonight!,06-21-2017 03:12:00,82411"
"Well the Special Elections are over and those that want to MAKE AMERICA GREAT AGAIN are 5 and O! All the Fake News all the money spent = 0,06-21-2017 03:48:37,131758"
"Democrats would do much better as a party if they got together with Republicans on HealthcareTax CutsSecurity. Obstruction doesn't work!,06-21-2017 10:32:46,117542"
"Just landed in Iowa. See everyone soon! #MAGA__,06-21-2017 23:04:54,62038"
"Thank you Kirkwood Community College. Heading to the U.S. Cellular Center now for an 8pmE MAKE AMERICA GREAT AGAIN… https://t.co/n6LS32a6Zn,06-21-2017 23:48:58,51527"
"Great night in Iowa - special people. Thank you!,06-22-2017 11:11:25,68048"
"Former Homeland Security Advisor Jeh Johnson is latest top intelligence official to state there was no grand scheme between Trump &amp; Russia.,06-22-2017 13:18:09,74394"
"By the way if Russia was working so hard on the 2016 Election it all took place during the Obama Admin. Why didn't they stop them?,06-22-2017 13:22:04,95899"
"...Why did Democratic National Committee turn down the DHS offer to protect against hacks (long prior to election). It's all a big Dem HOAX!,06-22-2017 14:01:10,75311"
"...Why did the DNC REFUSE to turn over its Server to the FBI and still hasn't? It's all a big Dem scam and excuse for losing the election!,06-22-2017 14:08:50,93519"
"I certainly hope the Democrats do not force Nancy P out. That would be very bad for the Republican Party - and please let Cryin' Chuck stay!,06-22-2017 14:15:48,101602"
"With all of the recently reported electronic surveillance intercepts unmasking and illegal leaking of information I have no idea...,06-22-2017 16:54:50,63688"
"...whether there are ""tapes"" or recordings of my conversations with James Comey but I did not make and do not have any such recordings.,06-22-2017 16:55:02,55734"
"As promised our campaign against the MS-13 gang continues. ""@ICEgov Busts 39 MS-13 Members in New York Operation""https://t.co/ki41GXeCMy,06-22-2017 21:49:07,51873"
"Mexico was just ranked the second deadliest country in the world after only Syria. Drug trade is largely the cause. We will BUILD THE WALL!,06-22-2017 22:15:39,143033"
"I am very supportive of the Senate #HealthcareBill. Look forward to making it really special! Remember ObamaCare is dead.,06-22-2017 22:40:27,55678"
"Together we are going to MAKE AMERICA GREAT AGAIN!#AmericaFirst__ https://t.co/MVJbs44AtR,06-22-2017 23:12:12,61765"
"We're all thinking of you @SteveScalise! #TeamScalise https://t.co/Yqf6exhm7x,06-22-2017 23:27:50,56627"
".@FLOTUS &amp; I were honored to host our first WH Congressional Picnic. A wonderful evening &amp; tradition. @MarineBand:… https://t.co/h5L4myWmam,06-23-2017 02:33:37,54519"
"Will be on @foxandfriends. Enjoy!,06-23-2017 10:07:50,49717"
"I've helped pass and signed 38 Legislative Bills mostly with no Democratic support and gotten rid of massive amounts of regulations. Nice!,06-23-2017 10:39:50,121754"
"Today it was a tremendous honor for me to sign the #VAaccountability Act into law delivering my campaign promise… https://t.co/G0k8nFWqNj,06-23-2017 19:56:29,73540"
"WEEKLY ADDRESS__ https://t.co/P1f12i9Gvt,06-23-2017 21:32:29,49890"
"Just out: The Obama Administration knew far in advance of November 8th about election meddling by Russia. Did nothing about it. WHY?,06-24-2017 00:43:48,103975"
"Democrats slam GOP healthcare proposal as Obamacare premiums &amp; deductibles increase by over 100%. Remember keep your doctor keep your plan?,06-24-2017 12:51:33,81571"
"Since the Obama Administration was told way before the 2016 Election that the Russians were meddling why no action? Focus on them not T!,06-24-2017 20:28:46,88955"
"Obama Administration official said they ""choked"" when it came to acting on Russian meddling of election. They didn't want to hurt Hillary?,06-24-2017 20:44:36,88368"
"I cannot imagine that these very fine Republican Senators would allow the American people to suffer a broken ObamaCare any longer!,06-24-2017 20:50:56,86830"
"MAKE AMERICA GREAT AGAIN!,06-24-2017 21:23:52,162744"
"Hillary Clinton colluded with the Democratic Party in order to beat Crazy Bernie Sanders. Is she allowed to so collude? Unfair to Bernie!,06-25-2017 12:00:37,107302"
"I am on @foxandfriends - Enjoy!,06-25-2017 12:07:41,29777"
"The Democrats have become nothing but OBSTRUCTIONISTS they have no policies or ideas. All they do is delay and complain.They own ObamaCare!,06-26-2017 12:30:12,83433"
"The reason that President Obama did NOTHING about Russia after being notified by the CIA of meddling is that he expected Clinton would win..,06-26-2017 12:37:16,92384"
"...and did not want to ""rock the boat."" He didn't ""choke"" he colluded or obstructed and it did the Dems and Crooked Hillary no good.,06-26-2017 12:50:15,71698"
"The real story is that President Obama did NOTHING after being informed in August about Russian meddling. With 4 months looking at Russia...,06-26-2017 12:59:31,76461"
"..under a magnifying glass they have zero ""tapes"" of T people colluding. There is no collusion &amp; no obstruction. I should be given apology!,06-26-2017 13:05:01,87496"
"Republican Senators are working very hard to get there with no help from the Democrats. Not easy! Perhaps just let OCare crash &amp; burn!,06-26-2017 13:14:24,71889"
"Very grateful for the 9-O decision from the U. S. Supreme Court. We must keep America SAFE!,06-26-2017 18:25:18,140532"
"From @FoxNews ""Bombshell: In 2016 Obama dismissed idea that anyone could rig an American election.""  Check out his statement - Witch Hunt!,06-27-2017 02:24:30,73622"
"Great day for America's future Security and Safety courtesy of the U.S. Supreme Court. I will keep fighting for the American people &amp; WIN!,06-27-2017 02:31:16,110626"
"Wow CNN had to retract big story on ""Russia"" with 3 employees forced to resign. What about all the other phony stories they do? FAKE NEWS!,06-27-2017 10:33:42,124621"
"Fake News CNN is looking at big management changes now that they got caught falsely pushing their phony Russian stories. Ratings way down!,06-27-2017 12:30:38,121670"
"So they caught Fake News CNN cold but what about NBC CBS &amp; ABC? What about the failing @nytimes &amp; @washingtonpost? They are all Fake News!,06-27-2017 12:47:17,112223"
"With ZERO Democrats to help and a failed expensive and dangerous ObamaCare as the Dems legacy the Republican Senators are working hard!,06-27-2017 22:22:55,79017"
"I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right unlike OCare!,06-27-2017 22:27:48,92179"
"The failing @nytimes writes false story after false story about me. They don't even call to verify the facts of a story. A Fake News Joke!,06-28-2017 10:49:22,85278"
"Some of the Fake News Media likes to say that I am not totally engaged in healthcare. Wrong I know the subject well &amp; want victory for U.S.,06-28-2017 10:58:59,91340"
"The #AmazonWashingtonPost sometimes referred to as the guardian of Amazon not paying internet taxes (which they should) is FAKE NEWS!,06-28-2017 13:06:14,54720"
"#ICYMI- on Monday I had the great honor of welcoming India's Prime Minister @narendramodi to the WH. Full Remarks:… https://t.co/7IIQEh7xXv,06-28-2017 20:19:38,45347"
"It was my great honor to welcome the 2016 World Series Champion Chicago @Cubs __ to the @WhiteHouse this afternoon.… https://t.co/GvPhJ9hZdv,06-28-2017 21:06:39,74871"
"Today I hosted an immigration roundtable ahead of two votes taking place in Congress tomorrow. Watch and read more… https://t.co/5k8WzW1t68,06-28-2017 21:15:37,39782"
"Democrats purposely misstated Medicaid under new Senate bill - actually goes up. https://t.co/necCt4K6UH,06-28-2017 21:26:27,51210"
"From my first day in office we’ve taken swift action to lift the crushing restrictions on American energy. Remarks… https://t.co/VBoEubD59k,06-28-2017 22:32:47,55478"
"Tomorrow the House votes on #KatesLaw &amp; No Sanctuary For Criminals Act. Lawmakers must vote to put American safety… https://t.co/p3vd8IXXaD,06-29-2017 01:51:18,83031"
"New Sugar deal negotiated with Mexico is a very good one for both Mexico and the U.S. Had no deal for many years which hurt U.S. badly.,06-29-2017 12:27:35,83921"
"I heard poorly rated @Morning_Joe speaks badly of me (don't watch anymore). Then how come low I.Q. Crazy Mika along with Psycho Joe came..,06-29-2017 12:52:17,83771"
"...to Mar-a-Lago 3 nights in a row around New Year's Eve and insisted on joining me. She was bleeding badly from a face-lift. I said no!,06-29-2017 12:58:23,80481"
"Today the House votes on two crucial bills:__#NoSanctuaryForCriminalsAct __#KatesLaw __Pass these bills &amp; lets… https://t.co/4N2c0oxMve,06-29-2017 16:53:44,75538"
"MAKE AMERICA SAFE AGAIN!#NoSanctuaryForCriminalsAct #KatesLaw #SaveAmericanLives https://t.co/jbN4hPjqjS,06-29-2017 18:13:16,65347"
"Join me LIVE with @VP @SecretaryPerry @SecretaryZinke and @EPAScottPruitt. #UnleashingAmericanEnergyhttps://t.co/hlM7F2BQD9,06-29-2017 19:31:13,29944"
"Mattis Says Trump’s Warning Stopped Chemical Weapons Attack In Syria https://t.co/XL9LLNKh8i,06-29-2017 21:13:22,59595"
"Good news House just passed #KatesLaw. Hopefully Senate will follow.,06-29-2017 21:37:02,101416"
"Good news out of the House with the passing of 'No Sanctuary for Criminals Act.' Hopefully Senate will follow.,06-29-2017 22:28:23,94460"
"Statement on House Passage of Kate’s Law and No Sanctuary for Criminals Act. https://t.co/uPRy9XgK5A,06-29-2017 22:53:49,57604"
"When it comes to the future of America’s energy needs we will FIND IT we will DREAM IT and we will BUILD IT.… https://t.co/m0HmPbUZ6C,06-29-2017 23:09:01,55492"
"Our new American Energy Policy will unlock MILLIONS of jobs &amp; TRILLIONS in wealth. We are on the cusp of a true ene… https://t.co/w5Y7UXZSSD,06-29-2017 23:10:47,77736"
"Just finished a very good meeting with the President of South Korea. Many subjects discussed including North Korea and new trade deal!,06-30-2017 01:44:01,92733"
"If Republican Senators are unable to pass what they are working on now they should immediately REPEAL and then REPLACE at a later date!,06-30-2017 10:37:57,93597"
"Crime and killings in Chicago have reached such epidemic proportions that I am sending in Federal help. 1714 shootings in Chicago this year!,06-30-2017 10:48:38,120116"
"Watched low rated @Morning_Joe for first time in long time. FAKE NEWS. He called me to stop a National Enquirer article. I said no! Bad show,06-30-2017 12:55:08,83669"
"I am encouraged by President Moon's assurances that he will work to level the playing field for American workers b… https://t.co/DUZh6aMjJS,06-30-2017 18:19:13,57618"
"The era of strategic patience with the North Korea regime has failed. That patience is over. We are working closely… https://t.co/MxN04V2Yn4,06-30-2017 20:55:44,72750"
"America will THINK BIG once again. We will inspire millions of children to carry on the proud tradition of American… https://t.co/hZCMp5cSJc,06-30-2017 22:43:58,85823"
"Happy Canada Day to all of the great people of Canada and to your Prime Minister and my new found friend @JustinTrudeau. #Canada150,07-01-2017 12:44:23,78780"
"Word is that @Greta Van Susteren was let go by her out of control bosses at @NBC &amp; @Comcast because she refused to go along w/ 'Trump hate!',07-01-2017 12:59:52,80092"
"Numerous states are refusing to give information to the very distinguished VOTER FRAUD PANEL. What are they trying to hide?,07-01-2017 13:07:05,110887"
"I am extremely pleased to see that @CNN has finally been exposed as #FakeNews and garbage journalism. It's about time!,07-01-2017 13:12:40,151428"
"Crazy Joe Scarborough and dumb as a rock Mika are not bad people but their low rated show is dominated by their NBC bosses. Too bad!,07-01-2017 13:20:35,101893"
"Weekly Address__ #KatesLaw#NoSanctuaryForCriminalsActStatement: https://t.co/I8cqKGDK2B https://t.co/00mao6Vk7R,07-01-2017 21:01:20,50441"
"Getting rdy to leave for tonight's Celebrate Freedom Concert honoring our GREAT VETERANS w/ so many of my evangelic… https://t.co/shfTAoMJry,07-01-2017 21:38:32,62718"
"The FAKE &amp; FRAUDULENT NEWS MEDIA is working hard to convince Republicans and others I should not use social media - but remember I won....,07-01-2017 22:02:12,129842"
"....the 2016 election with interviews speeches and social media. I had to beat #FakeNews and did. We will continue to WIN!,07-01-2017 22:02:27,89370"
"I am thinking about changing the name #FakeNews CNN to #FraudNewsCNN!,07-01-2017 22:08:37,121832"
"My use of social media is not Presidential - it’s MODERN DAY PRESIDENTIAL. Make America Great Again!,07-01-2017 22:41:58,199049"
"We will always take care of our GREAT VETERANS. You have shed your blood poured your love and bared your soul in… https://t.co/bTPuerxLOr,07-02-2017 04:47:04,129665"
"#FraudNewsCNN #FNN https://t.co/WYUnHjjUjg,07-02-2017 13:21:42,605098"
"The dishonest media will NEVER keep us from accomplishing our objectives on behalf of our GREAT AMERICAN PEOPLE!… https://t.co/EwnwCeuGMv,07-02-2017 20:04:24,111220"
"Stock Market at all time high unemployment at lowest level in years (wages will start going up) and our base has never been stronger!,07-02-2017 23:55:23,136448"
"America's men &amp; women in uniform is the story of FREEDOM overcoming OPPRESSION the STRONG protecting the WEAK &amp; G… https://t.co/LtTpGsP3fC,07-03-2017 02:13:07,104824"
"Will be speaking with Germany and France this morning.,07-03-2017 11:00:56,69696"
"Spoke yesterday with the King of Saudi Arabia about peace in the Middle-East. Interesting things are happening!,07-03-2017 11:19:08,85961"
"Will be speaking with Italy this morning!,07-03-2017 11:38:20,72540"
"At some point the Fake News will be forced to discuss our great jobs numbers strong economy success with ISIS the border &amp; so much else!,07-03-2017 12:10:44,131610"
"If we can help little #CharlieGard as per our friends in the U.K. and the Pope we would be delighted to do so.,07-03-2017 14:00:21,123341"
"Thank you to Shawn Steel for the nice words on @FoxNews.,07-03-2017 20:44:27,61582"
"Really great numbers on jobs &amp; the economy! Things are starting to kick in now and we have just begun! Don't like steel &amp; aluminum dumping!,07-03-2017 20:54:08,96173"
"Dow hit a new intraday all-time high! I wonder whether or not the Fake News Media will so report?,07-03-2017 21:10:25,113935"
"North Korea has just launched another missile. Does this guy have anything better to do with his life? Hard to believe that South Korea.....,07-04-2017 02:19:02,148904"
"....and Japan will put up with this much longer. Perhaps China will put a heavy move on North Korea and end this nonsense once and for all!,07-04-2017 02:24:39,116328"
"#HappyIndependenceDay #July4 #USA__ https://t.co/NsFslPEFrp,07-04-2017 10:38:40,116835"
"Getting ready to celebrate the 4th of July with a big crowd at the White House. Happy 4th to everyone. Our country will grow and prosper!,07-04-2017 19:49:16,138501"
"Gas prices are the lowest in the U.S. in over ten years! I would like to see them go even lower.,07-04-2017 19:55:28,162421"
"#HappyIndependenceDay #USA__ https://t.co/9pfqnRsh1Z,07-05-2017 02:19:23,205493"
"Getting ready to leave for Poland after which I will travel to Germany for the G-20. Will be back on Saturday.,07-05-2017 10:51:59,95884"
"The United States made some of the worst Trade Deals in world history.Why should we continue these deals with countries that do not help us?,07-05-2017 11:14:11,129296"
"Trade between China and North Korea grew almost 40% in the first quarter. So much for China working with us - but we had to give it a try!,07-05-2017 11:21:23,102191"
"Congratulations to the dedicated professionals of the USSS as they celebrate their 152nd anniversary. Thank you! __https://t.co/mDhFzDm3ED https://t.co/BcB3wLjILg,07-05-2017 23:23:42,76182"
"On behalf of @FLOTUS Melania and myself thank you Poland!____#ICYMI watch here__ https://t.co/COpVXnn8YG #POTUSinPoland https://t.co/ylU3wLZV2H,07-06-2017 14:02:13,86331"
"America is proud to stand shoulder-to-shoulder with Poland in the fight to eradicate the evils of terrorism and extremism. #POTUSinPoland https://t.co/MHxRmVvtsh,07-06-2017 16:02:25,91612"
"THE WEST WILL NEVER BE BROKEN. Our values will PREVAIL. Our people will THRIVE and our civilization will TRIUMPH! https://t.co/sozuVgdp5T,07-06-2017 17:21:18,134381"
"A strong Poland is a blessing to the nations of Europe and a strong Europe is a blessing to the West and to the world. https://t.co/vHzPwMtJSm,07-06-2017 20:45:21,117598"
"My experience yesterday in Poland was a great one. Thank you to everyone including the haters for the great reviews of the speech!,07-07-2017 06:59:02,129353"
"After Poland had a great meeting with Chancellor Merkel and then with PM Shinz_ Abe of Japan &amp; President Moon of South Korea.,07-07-2017 07:07:20,76189"
"Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!,07-07-2017 07:40:42,119041"
"I look forward to all meetings today with world leaders including my meeting with Vladimir Putin. Much to discuss.#G20Summit #USA__,07-07-2017 07:42:37,96810"
"I will represent our country well and fight for its interests! Fake News Media will never cover me accurately but who cares! We will #MAGA!,07-07-2017 07:44:07,136965"
"Thank you! “Trump’s Defining Speech” WSJ Editorial: https://t.co/YuDgVfRroR https://t.co/T0R4u4IHDJ,07-07-2017 21:56:53,68592"
"Great first day with world leaders at the #G20Summit here in Hamburg Germany. Looking forward to day two! #USA https://t.co/bLKgZKQemw,07-07-2017 23:33:26,84512"
"We will fight the #FakeNews with you! https://t.co/zOMiXTeLJq,07-08-2017 18:17:24,99318"
"The #G20Summit was a wonderful success and carried out beautifully by Chancellor Angela Merkel. Thank you!,07-08-2017 18:20:56,86036"
"Law enforcement &amp; military did a spectacular job in Hamburg. Everybody felt totally safe despite the anarchists. @PolizeiHamburg #G20Summit,07-08-2017 18:50:10,93205"
"Leaving Hamburg for Washington D.C. and the WH. Just left China’s President Xi where we had an excellent meeting on trade &amp; North Korea.,07-08-2017 18:55:23,98393"
"Thank you @SenatorDole very kind! https://t.co/cXrYiK46Qq,07-09-2017 00:29:21,87832"
"The G 20 Summit was a great success for the U.S. - Explained that the U.S. must fix the many bad trade deals it has made. Will get done!,07-09-2017 11:15:58,81459"
"I strongly pressed President Putin twice about Russian meddling in our election. He vehemently denied it. I've already given my opinion.....,07-09-2017 11:31:22,83868"
"...We negotiated a ceasefire in parts of Syria which will save lives. Now it is time to move forward in working constructively with Russia!,07-09-2017 11:37:42,98082"
"Putin &amp; I discussed forming an impenetrable Cyber Security unit    so that election hacking &amp; many other negative things will be guarded..,07-09-2017 11:50:24,83092"
"...and safe. Questions were asked about why the CIA &amp; FBI had to ask the DNC 13 times for their SERVER and were rejected still don't....,07-09-2017 11:57:55,78813"
"...have it. Fake News said 17 intel agencies when actually 4 (had to apologize). Why did Obama do NOTHING when he had info before election?,07-09-2017 12:06:30,89030"
"Sanctions were not discussed at my meeting with President Putin. Nothing will be done until the Ukrainian &amp; Syrian problems are solved!,07-09-2017 12:31:23,83119"
"MAKE AMERICA GREAT AGAIN! https://t.co/NVDVRrWLs4,07-09-2017 12:57:58,98445"
"For years even as a ""civilian"" I listened as Republicans pushed the Repeal and Replace of ObamaCare. Now they finally have their chance!,07-09-2017 20:07:11,110727"
