"text,created_at,favorite_count"
"Jamiel Shaw was incredible on @foxandfriends this morning. His son who was viciously killed by an illegal immigrant is so proud of pop!,12-01-2015 15:16:07,2311"
"Look at the editorial I was just sent from the NY Post on 9/14/01 - 3 days after collapse of WTC. Any apologies? https://t.co/b6DKEOk8Px,12-01-2015 15:20:40,6863"
"Curtis Sliwa - doing tv commentary on 9/13/2001. Good job Curtis. Please send your apologies to @realDonaldTrump. https://t.co/g07VZmNmAW,12-01-2015 15:45:38,2818"
"What is Obama thinking? https://t.co/YWINe9t8w3,12-01-2015 16:12:11,2789"
"Order a signed copy of CRIPPLED AMERICA &amp; submit a question for my live streaming book signing on 12/3 at 7:30 pm   https://t.co/TICkBt5xnH,12-01-2015 18:22:57,1630"
"Highly untalented Wash Post blogger Jennifer Rubin a real dummy never writes fairly about me. Why does Wash Post have low IQ people?,12-01-2015 20:46:51,4196"
"You would think a paper like the Washington Post would be fair and objective. For the record almost all polls showed I won all debates.,12-01-2015 20:47:17,3552"
"Just arrived in New Hampshire. Another packed venue! Will be fun.,12-01-2015 21:46:36,3063"
"The truth continues to come out after 14 years. A truth that many in the media did not want to tell. #Trump2016https://t.co/AtuacgxOW1,12-02-2015 02:20:51,4594"
"I WILL BE ON @foxandfriends  AT 7:30 -NOW!,12-02-2015 12:25:09,2221"
"Order signed copy of CRIPPLED AMERICA &amp; submit a question for my live streaming book signing on 12/3 at 7:30 pm.   https://t.co/TICkBt5xnH,12-02-2015 13:39:09,1525"
"Illegal immigrant children non-Mexicans surge across border at record rate https://t.co/V6TP55dRAC,12-02-2015 14:41:10,2322"
"Join me at 2:00pmEST today - live from Trump Tower - via Facebook &amp; Periscope! https://t.co/FQHNiJet2v,12-02-2015 18:34:45,1754"
"LIVE on #Periscope: Live with the Donald https://t.co/AKgvYBZHEE,12-02-2015 19:15:19,1440"
"I beat Hillary in the new @FoxNews Poll head to head.  SHE HAS NO STRENGTH OR STAMINA both of which are needed to MAKE AMERICA GREAT AGAIN!,12-02-2015 20:19:22,5472"
"Thank you CBS &amp; Breitbart-total vindication! Will the mainstream media apologize? Many many witnesses. #Trump2016 https://t.co/AsxnfFWipJ,12-02-2015 20:26:52,3699"
"California shooting looks very bad. Good luck to law enforcement and God bless. This is when our police are so appreciated!,12-02-2015 20:38:08,11941"
"A signed copy of CRIPPLED AMERICA is the ultimate gift. Order now &amp; join my live streaming book signing on 12/3  https://t.co/TICkBtn8ff,12-02-2015 21:57:06,1389"
"#TeamTrump. Police and law enforcement seem to have killed one of the California shooters and are in a shootout with the others. Go police,12-02-2015 23:53:00,8269"
"Heading to Manassas Virginia for a rally. Will have a moment of silence for the victims of the California shootings. So sad!,12-02-2015 23:58:22,5899"
"Congratulations on the GREAT job done by POLICE and law enforcement on the California shootings. Give credit where credit is due.,12-03-2015 11:52:53,7863"
"I consider my health stamina and strength one of my greatest assets.The world has watched me for many years and can so testify-great genes!,12-03-2015 12:19:11,4584"
"As a presidential candidate I have instructed my long-time doctor to issue within two weeks a full medical report-it will show perfection,12-03-2015 13:08:23,6244"
"CRIPPLED AMERICA is perfect gift for friends &amp; family. Order signed copy &amp; join me tonite live streaming 7:30     https://t.co/TICkBt5xnH,12-03-2015 14:22:08,1701"
"Loved being in Manassas VA last night. Such incredible spirit! Now in DC for a speech will then visit Old Post Office under construction.,12-03-2015 16:48:16,2681"
"Why can't @Politico get better reporters than Ben Schreckenger? Guy is a major lightweight with no credibility. So dishonest!,12-03-2015 16:49:45,2296"
"CRIPPLED AMERICA is the perfect gift for friends &amp; family. Order signed copy &amp; join me at 7:30pm live streaming! https://t.co/TICkBt5xnH,12-03-2015 18:53:08,1325"
"Thank you! #Trump2016 https://t.co/tcyun7Mffy,12-03-2015 18:56:23,3746"
"Thank you! Vote in 2016! #MakeAmericaGreatAgain https://t.co/XFD3h2N50J,12-03-2015 19:06:53,2697"
"Thank you so much for the wonderful article Robert Davi. https://t.co/vwht7S0QC3,12-03-2015 19:28:05,2261"
"It was recently reported that 3rd rate $ losing @Politico is a foil for the Clintons. Questions given to Clinton in advance. No credibility.,12-03-2015 19:31:13,2394"
"Great to see the construction of the Old Post Office on Penn Ave. Going fast - under budget ahead of schedule!,12-03-2015 19:55:32,2582"
"Via @DrudgeReport: https://t.co/tGu2vCGNYq,12-03-2015 20:00:40,1471"
"Thank you New Hampshire! Great people -- see you next week! https://t.co/R83Xq8kXp5,12-03-2015 20:01:20,1836"
"Thank you!! #Trump2016 https://t.co/EjZTiQyQCW,12-03-2015 20:17:28,1639"
"Purchase your copy of CRIPPLED AMERICA now &amp; be on potential call list for my live streaming signing event tonite.  https://t.co/TICkBt5xnH,12-03-2015 20:21:57,1650"
"I invite you to join my campaign to Make America Great Again! Sign up to Volunteer! https://t.co/2XBs5SSRC3,12-03-2015 22:29:32,3982"
"Watch my live book signing now! https://t.co/1xnEdQyIhh,12-04-2015 00:25:03,1819"
".@MarkHalperin I totaly won the RJC meeting yesterday. Know many members who said ""not even close."" Only FULL standing O. But don't want $'s,12-04-2015 10:18:32,1647"
".@CNN Poll just came out amazing numbers for those who want to MAKE AMERICA GREAT AGAIN! TRUMP 36% a 20 point lead over 2nd place. Thanks.,12-04-2015 13:24:20,4966"
".@CNN &amp; @CNNPolitics Please thank Alisyn Camerota David Chalian and John King for the very professional reporting of the new CNN Poll.,12-04-2015 14:41:38,2625"
"The virtually incompetent Republican Strategist who has had a failed career Cheri Jacobus is incoherent with anger that her puppets died!,12-04-2015 15:00:45,3292"
"Great Live Signing last nite! Over 25k views. I am signing books for next two weeks. Order yours for holiday gifts: https://t.co/jg50w3rcnn,12-04-2015 16:22:32,1969"
".@marthamaccallum  Martha great interview with my son @EricTrump -- smart tough &amp; professional. Thank you! @FoxNews,12-04-2015 17:14:50,2470"
"The horrible shooting that took place in San Bernardino was an absolute act of terror that many people knew about. Why didn’t they report?,12-04-2015 20:35:17,5236"
".@JRubinBlogger one of the dumber bloggers @washingtonpost only writes purposely inaccurate pieces on me. She is in love with Marco Rubio?,12-04-2015 20:37:37,2510"
"https://t.co/ZbyQQkfwAh #MakeAmericaGreatAgain #Trump2016 https://t.co/y2XPvEoy7B,12-04-2015 21:43:23,3495"
"A total refutation of the disgraceful David Brooks column in the failing @NYTimes by the @WashingtonPost: https://t.co/WbToL9lqD3,12-04-2015 22:56:23,1701"
"Congratulations Chuck. Must be wonderful to have Donald Trump as your guest --- #BeCool! #Trump2016https://t.co/9BxQGTb5m2,12-04-2015 23:01:04,1803"
"Good news disloyal @Macys stock is in a total free fall. Don't shop there for Christmas! https://t.co/wpDDCWcLFD https://t.co/vT3uGjiZ9B,12-04-2015 23:52:37,4914"
"Great Live Signing last nite! Over 25k views. I am signing books for next two weeks. Order yours for holiday gifts. https://t.co/jg50w3rcnn,12-05-2015 00:33:22,1964"
"A great night in Raleigh North Carolina! THANK YOU! #Trump2016 https://t.co/oouSXAe267,12-05-2015 01:59:25,4952"
"Raleigh North Carolina was fantastic last night. Such incredible spirit. We all want to and will MAKE AMERICA GREAT AGAIN!,12-05-2015 12:35:37,6432"
"Done by a real fan! #TRUMP  https://t.co/R7fzPgcwmx,12-05-2015 15:30:00,4410"
"Re CRIPPLED AMERICA  -- I am signing books for the next two weeks. Order yours for holiday gifts!  https://t.co/jg50w3rcnn,12-05-2015 19:17:30,2003"
"A great day in both Spencer &amp; Davenport Iowa! THANK YOU for the support! #Trump2016 #FITN #IAPolitics https://t.co/QsyNbM7ssg,12-05-2015 23:13:48,3123"
".@KatyTurNBC 3rd rate reporter &amp; @SopanDeb @ CBS lied. Finished in normal manner&amp;signed autos for 20min. Dishonest! https://t.co/sCglbQjB3o,12-06-2015 00:36:03,2655"
"@Maddow you copied incompetent @KatyTurNBC incorrect story. I'm sure you would like to apologize to me on show. Thank you for the courtesy.,12-06-2015 00:39:04,995"
".@KatyTurNBC &amp; @DebSopan should be fired for dishonest reporting. Thank you @GatewayPundit for reporting the truth. #Trump2016,12-06-2015 00:40:17,2628"
"Wonder if Obama will ever say RADICAL ISLAMIC TERRORIST?,12-06-2015 00:42:36,10387"
"Was going to do a phoner this morning with @jaketapper on @CNN but they could not get their phone equipment to hook in. Will do next week.,12-06-2015 14:32:50,1660"
"I will be interviewed on Face The Nation @CBSNews at 10:30 A.M. Should be interesting - ENJOY!,12-06-2015 14:39:17,1847"
"Hillary just said that she will not use the term ""radical Islamic"" - but was incapable of saying why. She is afraid of  Obama &amp; the e-mails!,12-06-2015 15:25:04,5737"
"Watch Face The Nation - will be on now!,12-06-2015 15:32:22,2118"
"So how did I do on Face The Nation?,12-06-2015 16:30:34,3573"
".@BrookslawBrooks  Thank you so much for your nice words. I will make you look very smart!,12-06-2015 17:58:33,1504"
"I will be live-tweeting President Obama's prime-time speech tonight starting at 7:50 P.M. (Eastern).Will he finally state the real problems?,12-06-2015 19:24:21,4819"
"Wow @GeorgeWill said some very nice things about me today on @FoxNewsSunday with Chris Wallace. I am making progress thanks George!,12-06-2015 19:39:58,3060"
"Thank you America! Together we will all #MakeAmericaGreatAgain! #Trump2016 https://t.co/DQiox2k2DV,12-06-2015 20:52:43,4938"
"Order my book CRIPPLED AMERICA for your holiday gifts. I will be signing books for the next two weeks! https://t.co/jg50w3rcnn,12-06-2015 21:43:16,1747"
"I have been saying it for sometime now!#MakeAmericaGreatAgain #Trump2016 https://t.co/QFCHFo88rN,12-06-2015 22:36:05,4337"
"May the Festival of Lights bring our Jewish friends from around the world health &amp; happiness! Happy Hanukkah! https://t.co/03UZBGCswB,12-06-2015 23:11:58,8999"
"Gee @meetthepress with @chucktodd was getting terrible ratings then with me  he set records - I saved his job but Chuck still not nice!,12-07-2015 00:09:07,2835"
"BIG NIGHT ON TWITTER TONIGHT. I WILL BE LIVE TWEETING PRESIDENT OBAMA'S SPEECH AT 7:50 P.M. ( EASTERN). MUST TALK RADICAL ISLAMIC TERRORISM!,12-07-2015 00:27:17,4796"
"I will be re-tweeting some of your better most imaginative and hopefully insightful tweets. Make them good (great)! Important stuff.,12-07-2015 00:51:24,3623"
"Hillary won't call out radical Islam! She will be soundly defeated.,12-07-2015 00:55:56,6930"
"The podium in the Oval Office looks odd! Not good but the words will be the key.,12-07-2015 00:58:30,3326"
"Hope he won't spend too much time ripping apart the 2nd. Amendment!,12-07-2015 01:01:53,7532"
"Is that all there is? We need a new President - FAST!,12-07-2015 01:16:34,18522"
"Wish Obama would say ISIS like almost everyone else rather than ISIL.,12-07-2015 01:27:05,17799"
"Should have gone after the oil years ago (like I have been saying).,12-07-2015 01:28:13,7797"
"Well Obama refused to say (he just can't say it) that we are at WAR with RADICAL ISLAMIC TERRORISTS.,12-07-2015 01:45:34,13899"
"Thank you Graham Ledger of the Daily Ledger @OANN for your really fair coverage and your great interview with Peter Roff of U.S. NEWS &amp; W.R.,12-07-2015 05:32:32,2704"
"Obama said in his speech that Muslims are our sports heroes. What sport is he talking about and who? Is Obama profiling?,12-07-2015 05:50:31,10942"
"I spoke with other candidates to a Jewish group many friends in D.C. I said ""I'm a negotiator like you"" Got standing O-rated best of day!,12-07-2015 13:44:45,3796"
"N.Y.C. has the worst Mayor in the United States. I hate watching what is happening with the dirty streets the homeless and crime! Disgrace,12-07-2015 14:04:23,7618"
"The @washingtonpost which loses a fortune is owned by  @JeffBezos for purposes of keeping taxes down at his no profit company @amazon.,12-07-2015 15:08:20,2374"
"The @washingtonpost loses   money (a deduction) and gives owner @JeffBezos power to screw public on low taxation of @Amazon! Big tax shelter,12-07-2015 15:18:25,2596"
"If @amazon ever had to pay fair taxes its stock would crash and it would crumble like a paper bag. The @washingtonpost scam is saving it!,12-07-2015 15:22:48,3136"
"I am signing copies of my book CRIPPLED AMERICA. Order yours now--makes a great holiday gift!  https://t.co/jg50w3rcnn,12-07-2015 16:29:26,1948"
"Credible Source on 9-11 Muslim Celebrations: FBI https://t.co/UICDNcftJS,12-07-2015 16:43:48,2774"
"Poor @JohnKasich doesn't have what it takes- https://t.co/ijaxXpe6xT,12-07-2015 17:29:20,2344"
"Today we honor the fallen at #PearlHarbor 74 years ago today. If you see a vet today thank them! #RememberOurVets https://t.co/HVrucgzWfs,12-07-2015 17:29:43,7874"
".@washingtonpost is going out of its way to tell failing candidates how to beat Donald Trump.The Post doesn’t get that I’m good at winning!,12-07-2015 20:26:53,5278"
"I am greatly honored by the results of the CNN poll in Iowa. In the end I believe the final results will be even better than that!,12-07-2015 21:42:05,3467"
"I am especially grateful for the tremendous support I have received from the Evangelicals in the just out Iowa CNN poll. Thank you!,12-07-2015 21:42:24,3970"
"Thank you Iowa! #Trump2016#MakeAmericaGreatAgain #FITN https://t.co/uymSlYv7Jq,12-07-2015 21:43:36,4019"
"Just put out a very important policy statement on the extraordinary influx of hatred &amp; danger coming into our country. We must be vigilant!,12-07-2015 21:47:39,5767"
"Statement on Preventing Muslim Immigration: https://t.co/HCWU16z6SR https://t.co/d1dhaIs0S7,12-07-2015 22:32:07,7593"
"On my way to Charleston/Mount Pleasant South Carolina. Big crowd. Look forward to it! #USSYorktown https://t.co/1Z9Z4uDWaf,12-07-2015 22:45:51,4761"
"The main stream media wants to surrender constitutional rights -- I believe #ISIS needs to surrender!,12-07-2015 23:39:56,8788"
"Just released @CNN Poll gives me a big 13 point lead in Iowa. Change your false story failing @nytimes. Thank you Iowa!,12-08-2015 03:22:27,3773"
"Great video of tonights crowd reacting to my latest proposal in SC. #Trump2016 https://t.co/CBxrWeRZhP https://t.co/Ko0rypNsx8,12-08-2015 03:23:02,4520"
"Thank you for the support South Carolina! #USSYorktown #MakeAmericaGreatAgain #Trump2016 https://t.co/n0Ph35qsKV,12-08-2015 04:38:38,4941"
"Just won IOWA @CNN Poll BIG: Trump 33% Cruz 20% Rubio 11%  but @WSJ reported ""Cruz momentum"" but nothing about the fact that I easily won!,12-08-2015 14:25:21,5601"
"I wish the @WSJ Wall Street Journal had reported the just out @CNN Iowa Poll correctly. I lead by a wide margin13 points going up big!,12-08-2015 14:30:04,3932"
"I am signing copies of my book CRIPPLED AMERICA. Order yours now--makes a great holiday gift!  https://t.co/jg50w3rcnn …,12-08-2015 14:55:30,2710"
"A new poll indicates that 68% of my supporters would vote for me if I departed the GOP &amp; ran as an independent. https://t.co/ztP5d2ctZl,12-08-2015 19:58:54,7141"
"A very big poll is coming out at 6 PM in New Hampshire. Will be very interested in the results.,12-08-2015 20:50:50,3922"
"The legendary @BarbaraJWalters will be asking me questions about the Presidential campaign on @WNTonight at 6:30 PM.,12-08-2015 21:21:48,3167"
"Will be on @ABC News tonight at 6:30. Interviewed by the legendary @BarbaraJWalters! Enjoy,12-08-2015 23:14:19,4155"
"Great new poll from NH. Thank you! We need to keep this country safe! #Trump2016 https://t.co/r5K58xu8Mp https://t.co/EAqHZ5ttmp,12-08-2015 23:30:17,6528"
"Prior to the end of the year I will be traveling to Israel. I am very much looking forward to it.,12-09-2015 00:13:15,7380"
"Despite my great respect for King Abdullah II I will not be visiting Jordan at this time. This is in response to the false @AP report.,12-09-2015 00:16:23,4408"
"Our country is facing a major threat from radical Islamic terrorism. We better get very smart and very tough FAST before it is too late!,12-09-2015 02:56:41,14971"
"Wow what a day. So many foolish people that refuse to acknowledge the tremendous  danger and uncertainty of certain people coming into U.S.,12-09-2015 04:15:51,13531"
"Great poll numbers just coming out of New Hampshire. BIG lead for ""Trump"" according to @CNN!,12-09-2015 04:21:15,5610"
"The failing @nytimes does not mention the new @CNN Poll that has me leading Iowa by a massive 13 points - I am at 33%. Maggie Haberman sad!,12-09-2015 12:06:06,4208"
"The last person corrupt Hillary Clinton wants to run against is Donald J. Trump. I'll end up beating her in every state. New Fox Poll-Trump!,12-09-2015 13:14:17,6433"
"Hillary Clinton does not have the STRENGTH or STAMINA to be President. We need strong and super smart for our next leader - or trouble!,12-09-2015 13:17:21,9326"
"I told you @TIME Magazine would never pick me as person of the year despite being the big favorite They picked person who is ruining Germany,12-09-2015 13:53:59,8499"
"Rupert Murdoch Defends Trump: 'Complete Refugee Pause' Makes Sense'  https://t.co/HWOLO4RVAC,12-09-2015 15:22:34,4519"
"I am signing copies of my book CRIPPLED AMERICA. Makes a great holiday gift. Order yours now!  https://t.co/jg50w3rcnn … …,12-09-2015 15:53:06,2178"
".@Mayor_Nutter of Philadelphia who is doing a terrible job should be ashamed for using such a disgusting word in referring to me.Low life!,12-09-2015 16:01:25,5599"
"Thank you Piers they don't know what they're getting into.  https://t.co/UvKt1Go6nT,12-09-2015 16:13:22,6977"
"Thank you @JebBush- you finally get it! https://t.co/QXqHpAH4jo,12-09-2015 18:46:12,4236"
"The police in London say I’m right. Major article in Daily Mail. “We can’t wear uniform in our own cars.”  https://t.co/xok4UTsXaN,12-09-2015 19:21:31,5762"
" Haim Saban: Hillary Clinton’s Top Hollywood Donor Demands Racial Profiling of Muslims   https://t.co/d99X4O9ysG,12-09-2015 20:33:53,3577"
"Carter Banned Iranians From Coming To U.S. During Hostage Crisis https://t.co/Kok27117dl,12-09-2015 20:41:17,6766"
"I am interviewed on the  @oreillyfactor tonight at 8:00. Then at 10:00 I am interviewed by @donlemon on @CNN. Enjoy!,12-09-2015 23:47:29,3895"
"Thank you for all of your support South Carolina! #Trump2016 https://t.co/JWFE5tDg50,12-09-2015 23:48:46,6434"
".@donlemon on @CNN at 10:00 P.M.,12-10-2015 02:08:42,1866"
".@secupp who can't believe that her candidate has bombed so badly is one of the dumber pundits on T.V. Hard to watch zero talent! @CNN,12-10-2015 02:15:31,2932"
"Why does @CNN bore their audience with people like @secupp a totally biased loser who doesn't have a clue. I hear she will soon be gone!,12-10-2015 02:25:58,4041"
"Great leaders listen to and support law enforcement officials. Police discuss no-go areas: https://t.co/hEM6UGuiTs https://t.co/VmkTnHcwto,12-10-2015 03:08:28,6098"
"Thank you @oreillyfactor for your wonderful editorial as to why I should have been @TIME Magazine's Person of the Year. You should run Time!,12-10-2015 03:16:44,4243"
"Great interview tonight @donlemon - very professionally done. @CNN,12-10-2015 04:15:56,3034"
"Weak and totally conflicted people like @TheRickWilson shouldn't be allowed on television unless given an I.Q. test. Dumb as a rock!  @CNN,12-10-2015 04:24:40,4137"
".@Megynkelly spent a big part of her show talking about other shows spending so much time on me. Really weird she's being driven crazy!,12-10-2015 04:48:19,4614"
"Wow my poll numbers have just been announced and have gone through the roof!,12-10-2015 11:44:11,7749"
"I will be interviewed on @foxandfriends this morning at 7:30. So much to talk about!,12-10-2015 11:50:45,3172"
"Our VISA system is broken like so much else in our country. We better get it fixed really fast. MAKE AMERICA GREAT AGAIN!,12-10-2015 12:00:15,8426"
"I have decided to postpone my trip to Israel and to schedule my meeting with @Netanyahu at a later date after I become President of the U.S.,12-10-2015 12:12:04,10946"
"The United Kingdom is trying hard to disguise their massive  Muslim problem. Everybody is wise to what is happening very sad! Be honest.,12-10-2015 12:49:41,9936"
"Thank you to respected columnist Katie Hopkins of Daily https://t.co/LgtY0qdv9U for her  powerful writing on the U.K.'s Muslim problems.,12-10-2015 13:00:55,5367"
"The politicians of the U.K. should watch Katie Hopkins of Daily https://t.co/LgtY0qdv9U on @FoxNews. Many people in the U.K. agree with me!,12-10-2015 13:06:16,4429"
"I am signing copies of my book CRIPPLED AMERICA. Order yours now--makes a great holiday gift!  https://t.co/jg50w3rcnn … …,12-10-2015 15:46:04,2289"
"Thank you for your support! Being #PoliticallyCorrect will NOT #MakeAmericaGreatAgain! https://t.co/lC9l8PnRZX https://t.co/yOJTHcSPJo,12-10-2015 17:39:14,9847"
"Dummy @KarlRove continues to make and write false statements. He still thinks Romney won--he should get a life!,12-10-2015 17:53:38,4433"
"Establishment flunky @KarlRove is going crazy with the just released CBS poll that has me way ahead. New Fox poll has me beating Hillary.,12-10-2015 17:56:19,5760"
"Why Franklin Graham says Donald Trump is right about stopping Muslim immigration  https://t.co/iVPJcDQLeO,12-10-2015 19:27:16,5369"
"An honor to be endorsed by the New England Police Benevolent Association. Thank you! https://t.co/zj47db1Yj1 https://t.co/JrjHyLRkD6,12-11-2015 01:10:37,6884"
"Thank you to @Franklin_Graham. I have always appreciated your courage but now more so than ever!,12-11-2015 01:11:45,4761"
"In Britain more Muslims join ISIS than join the British army.https://t.co/LQVNz7b2Eb,12-11-2015 01:21:27,5489"
"Respected Morning Consult poll just out. I lead all Republicans and beat Hillary head to head by a wide margin- 45 to 40!,12-11-2015 01:30:15,6348"
".@BernardGoldberg was not good tonight on @oreillyfactor. He just doesn't know about winning! But he is a nice guy.,12-11-2015 04:44:00,3212"
"Great evening last night in  New Hampshire. Got the endorsement from the New England Police Union - big  territory great people! Thank you.,12-11-2015 11:34:50,5399"
".@Morning_Joe is so off on Iowa which I am leading big in new @CNN poll. I will win Iowa. Also I beat Hillary easily!,12-11-2015 12:45:08,3625"
"Looks like @tedcruz is getting ready to attack. I am leading by so much he must. I hope so he will fall like all others. Will be easy!,12-11-2015 12:49:46,5981"
".@tedcruz should not make statements behind closed doors to his bosses he should bring them out into the open - more fun that way!,12-11-2015 12:53:34,4652"
".@Morning_Joe just went off the rails. I will beat Hillary easily - she does not want to run against me. I am tuning them out waste of time,12-11-2015 12:59:25,4930"
".@chucktodd is a nice guy  but just hopeless. He knows so little about politics and in particular winning!  I fixed his rating problem.,12-11-2015 13:04:16,4225"
"Our spectacular ballroom under construction at the great Turnberry resort in Scotland. https://t.co/QmXD8kHFhS,12-11-2015 19:54:18,2410"
"Great news in Georgia!  The just out  Landmark poll shows me in first with 43%! Wow. https://t.co/mG6uZQxBWG https://t.co/UZ03GJDvOV,12-11-2015 20:50:09,6240"
"Never get good #'s from failing Des Moines Register/Bloomberg. I think something's going on w/them. Up 13 in IA according to respected CNN.,12-11-2015 20:56:40,2808"
"Tom Ridge should be focused on trying to bring the party together rather than ripping it apart w/ your faulty thought process. I will win!,12-11-2015 21:37:58,4411"
"Tom Ridge is a failed 'Bushy' &amp; PA Governor. Him &amp; his friend @KarlRove shouldn't be allowed to do their bias commentary- nobody listens!,12-11-2015 21:49:27,3813"
"I will not let you down! #Trump2016 #MakeAmericaGreatAgain https://t.co/3bbHsaGSUm https://t.co/IKXGxoi0lA,12-11-2015 22:23:48,6162"
"Thank you! We are at 35% in new Reuters poll with #2 coming in at 12%. Time to #MakeAmericaGreatAgain!#Trump2016 https://t.co/0l00OVCo5b,12-11-2015 23:50:02,5012"
"Thank you @SeanHannity &amp; @BoDiet! #MakeAmericaGreatAgain,12-12-2015 03:26:56,3114"
"Dopey Prince @Alwaleed_Talal wants to control our U.S. politicians with daddy’s money. Can’t do it when I get elected. #Trump2016,12-12-2015 03:53:02,14287"
".@MonicaCrowley you were great with @SeanHannity on @FoxNews tonight.  Thank you for your kind words. We will keep Americans safe.,12-12-2015 04:07:43,3700"
"I had a great time in Des Moines Iowa tonight! Thank you for all of the support. #Trump2016 https://t.co/2Xzs2aSqII https://t.co/2HdnA6snnz,12-12-2015 04:22:21,4708"
"Just got back from Iowa great people!,12-12-2015 04:55:41,4927"
".@loudobbsnews did a fantastic interview with syndicated columnist Michelle Malkin. Congrats to both!,12-12-2015 11:47:08,2663"
"I will be interviewed on @foxandfriends at 8:00 A.M. So much to talk about!,12-12-2015 11:48:30,2835"
"Thank you! #Trump2016https://t.co/0DA5isXMRz https://t.co/ENjJkTEQIJ,12-12-2015 14:54:01,5794"
".@Franklin_Graham so many people have tweeted about your amazing words to me thank you! Heading to big crowd in South Carolina!,12-12-2015 14:59:37,4133"
"Getting the support of @DanaWhite of UFC means a lot. A total winner who has done an amazing job. Just ordered his fight to watch tonight!,12-12-2015 15:01:48,6099"
"John Podesta says nominee will be Cruz b/c last person Hillary wants to face is Trump! Use your head folks! 46-41! https://t.co/K2XzwZygYk,12-12-2015 19:13:26,8624"
"Reports say #ISIS now has a passport machine to have its believers infiltrate our country. I told you so. https://t.co/LRPDW10zwl,12-12-2015 19:16:36,5726"
"A great afternoon. Thank you South Carolina! #MakeAmericaGreatAgain #Trump2016 https://t.co/iOnhK3l3xU https://t.co/EtpzrfChMZ,12-12-2015 19:21:15,4575"
"Thank you General. #Trump2016 https://t.co/FCrYNoqYTb,12-12-2015 21:51:14,5997"
"New CNN Iowa poll --- Trump 33 Cruz 20. Everyone else way down! Don't trust Des Moines Register poll- biased towards Trump!,12-12-2015 22:56:36,5046"
"I will be on CNN's - State of the Union tomorrow morning at 9amE. https://t.co/VgxjEVFGJK https://t.co/svQQhAHBow,12-12-2015 23:59:58,3566"
"I will be interviewed on @jaketapper @CNN at 9:00 A.M. and Fox News Sunday with Chris Wallace at 10:O0  A.M. CNN Iowa Poll -13 point lead!,12-13-2015 04:57:25,2669"
"Something must be done with dopey @KarlRove - he is pushing Republicans down the same old path of defeat. Don't fall for it Karl is a loser,12-13-2015 05:28:50,6031"
".@Peggynoonannyc Interesting article but I will beat Hillary easily. People that have given up on the system will come out to vote for me!,12-13-2015 12:38:55,3965"
".@Peggynoonannyc An election between Hillary and myself will be the biggest voter turnout in U.S. history. Just like the debates 24 M vs 2M.,12-13-2015 12:44:07,3639"
".@CNN @jaketapper at 9:00 A.M.,12-13-2015 12:48:10,1577"
"#MakeAmericaGreatAgain #Trump2016https://t.co/UB7Fx7A835 https://t.co/iWcW5kfI9i,12-13-2015 13:03:59,5855"
"Chris Wallace @fox at 10:00 A.M.,12-13-2015 13:19:04,1566"
"People that have read it tell me that @KarlRove book is terrible (and boring). Save your money! @FoxNews should can him no credibility!,12-13-2015 16:31:15,3474"
".@danawhite  Great job last night - very exciting! You have come a long way from those difficult early days I am proud of you.,12-13-2015 17:20:49,3549"
"A very good NBC/Wall Street Journal Poll was just released wherein I went up from last month and am in the lead. Nice!,12-13-2015 17:37:25,4761"
"Many think that the Championship Course at Turnberry home of The Duel In The Sun will be the worlds best after the renovation.,12-13-2015 21:47:29,2323"
"I did interview with Chris Wallace of @FoxNews in order to be fair. He then puts on Rove Lane and Will three Trump bashers to discuss.,12-13-2015 22:23:19,3514"
"I was disappointed that Ted Cruz would speak behind my back get caught and then deny it. Well welcome to the wonderful world of politics!,12-13-2015 22:31:01,6775"
"People have got to stop working to be so politically correct and focus all of their energy on finding solutions to very complex problems!,12-14-2015 00:33:04,15849"
"Why doesn't @FoxNews quote the new Iowa @CNN Poll where I have a 33% to 20% lead over Ted Cruz and all others. Think about it!,12-14-2015 05:55:40,6541"
"EXCLUSIVE: Newt Gingrich: ‘The Country Is in Rebellion’ Trump Can ‘Kick Down the Doors’ https://t.co/UwTKKhhO3C,12-14-2015 15:40:55,4411"
"#MakeAmericaGreatAgain #Trump2016https://t.co/vqrkZwc2ae https://t.co/vz73TaAjjc,12-14-2015 18:23:50,5053"
"Record of Health: https://t.co/ZDDDawwYVl#MakeAmericaGreatAgain #Trump2016,12-14-2015 20:09:15,2553"
"Another great accolade for @TrumpGolf. Highly respected Golf Odyssey- awarded @TrumpDoral Blue Monster with best redesign. Thank you!,12-14-2015 21:11:12,2276"
"Thank you @WayneAllynRoot.Very nice! #Trump2016 https://t.co/cgdLz26mdA,12-14-2015 21:19:40,1949"
".@PatrickBuchanan was great on @TeamCavuto @FoxNews. Thank you Pat! #Tump2016,12-14-2015 21:25:50,2630"
".@scottienhughes - you were fantastic on CNN. Thank you for the nice words. See you at the #GOPDebate.,12-14-2015 22:25:35,2530"
"Can't believe Major League Baseball just rejected @PeteRose_14 for the Hall of Fame. He's paid the price. So ridiculous - let him in!,12-14-2015 23:15:07,10315"
"#MakeAmericaGreatAgain #Trump2016https://t.co/yjAIiFuVWm https://t.co/dfH0ABwZk0,12-14-2015 23:36:03,3251"
"Thank you @hardball_chris for your nice words. They are very much appreciated. I fully understand that you really get it.,12-15-2015 00:20:55,2964"
"Thank you @CarlHigbie. Great work on @CNN. #Trump2016,12-15-2015 00:27:28,2197"
